"","subplot","point","hits","sp"
"1212","SCO 4","32","hit_1","ANTMED"
"1213","SCO 4","33","hit_1","VACSPP"
"1214","SCO 4","37","hit_1","VACSPP"
"1215","SCO 4","41","hit_1","VACSPP"
"1216","SCO 4","41","hit_2","CARSPP1"
"1217","SCO 4","42","hit_1","ANTMED"
"1218","SCO 4","44","hit_1","VACSPP"
"1219","SCO 4","45","hit_1","VACSPP"
"1220","SCO 4","49","hit_1","VACSPP"
"1221","SCO 4","49","hit_2","SELDEN"
"1222","SCO 4","50","hit_1","SELDEN"
"1223","SCO 7","2","hit_1","DANINT"
"1224","SCO 7","4","hit_1","SELDEN"
"1225","SCO 7","5","hit_1","DANINT"
"1226","SCO 7","6","hit_1","ANTMED"
"1227","SCO 7","9","hit_1","VACSPP"
"1228","SCO 7","13","hit_1","SELDEN"
"1229","SCO 7","14","hit_1","CARSPP1"
"1230","SCO 7","19","hit_1","CARSPP1"
"1231","SCO 7","20","hit_1","CARSPP1"
"1232","SCO 7","21","hit_1","LUZSPI"
"1233","SCO 7","23","hit_1","VACSPP"
"1234","SCO 7","24","hit_1","VACSPP"
"1235","SCO 7","25","hit_1","CARSPP1"
"1236","SCO 7","25","hit_2","VACSPP"
"1237","SCO 7","26","hit_1","DANINT"
"1238","SCO 7","26","hit_2","VACSPP"
"1239","SCO 7","27","hit_1","CARSPP1"
"1240","SCO 7","28","hit_1","CARSPP1"
"1241","SCO 7","29","hit_1","VACSPP"
"1242","SCO 7","30","hit_1","VACSPP"
"1243","SCO 7","30","hit_2","SELDEN"
"1244","SCO 7","31","hit_1","VACSPP"
"1245","SCO 7","34","hit_1","CARSPP1"
"1246","SCO 7","35","hit_1","DANINT"
"1247","SCO 7","36","hit_1","VACSPP"
"1248","SCO 7","36","hit_2","POLBIS"
"1249","SCO 7","40","hit_1","JUNPAR"
"1250","SCO 7","41","hit_1","VACSPP"
"1251","SCO 7","44","hit_1","JUNPAR"
"1252","SCO 7","45","hit_1","DANINT"
"1253","SCO 7","46","hit_1","VACSPP"
"1254","SCO 7","46","hit_2","JUNPAR"
"1255","SCO 7","49","hit_1","JUNPAR"
"1256","SCO 7","50","hit_1","JUNPAR"
"1257","SCO 3","3","hit_1","DANINT"
"1258","SCO 3","3","hit_2","CARSPP1"
"1259","SCO 3","4","hit_1","AREFEN"
"1260","SCO 3","7","hit_2","SELDEN"
"1261","SCO 3","9","hit_1","DANINT"
"1262","SCO 3","9","hit_3","SELDEN"
"1263","SCO 3","12","hit_1","TRISPI"
"1264","SCO 3","12","hit_2","CARSPP1"
"1265","SCO 3","15","hit_1","MINOBT"
"1266","SCO 3","17","hit_1","JUNPAR"
"1267","SCO 3","20","hit_1","SELDEN"
"1268","SCO 3","23","hit_1","JUNPAR"
"1269","SCO 3","28","hit_1","DANINT"
"1270","SCO 3","30","hit_1","SELDEN"
"1271","SCO 3","33","hit_1","ANTMED"
"1272","SCO 3","34","hit_1","DANINT"
"1273","SCO 3","36","hit_1","ANTMED"
"1274","SCO 3","37","hit_1","DANINT"
"1275","SCO 3","37","hit_2","AREFEN"
"1276","SCO 3","38","hit_1","SOLMUL"
"1277","SCO 3","39","hit_1","CARSPP1"
"1278","SCO 3","43","hit_1","SOLMUL"
"1279","SCO 3","43","hit_2","DANINT"
"1280","SCO 3","43","hit_3","CARSPP1"
"1281","SCO 3","44","hit_1","CARSPP1"
"1282","SCO 3","46","hit_1","TRISPI"
"1283","SCO 3","46","hit_2","ANTMED"
"1284","SCO 3","47","hit_1","ANTMED"
"1285","SCO 3","49","hit_1","CARSPP1"
"1286","SCO 3","49","hit_2","DANINT"
"1287","SCO 6","1","hit_1","JUNPAR"
"1288","SCO 6","6","hit_1","CARSPP1"
"1289","SCO 6","8","hit_1","DANINT"
"1290","SCO 6","9","hit_1","VACSPP"
"1291","SCO 6","11","hit_1","CARSPP1"
"1292","SCO 6","11","hit_2","OREALP"
"1293","SCO 6","12","hit_1","VACSPP"
"1294","SCO 6","13","hit_1","CHASPP"
"1295","SCO 6","15","hit_1","VACSPP"
"1296","SCO 6","15","hit_2","SELDEN"
"1297","SCO 6","16","hit_1","CARSPP1"
"1298","SCO 6","18","hit_1","SELDEN"
"1299","SCO 6","19","hit_1","SELDEN"
"1300","SCO 6","20","hit_1","VACSPP"
"1301","SCO 6","20","hit_2","CARSPP1"
"1302","SCO 6","23","hit_1","VACSPP"
"1303","SCO 6","24","hit_1","CARSPP1"
"1304","SCO 6","25","hit_1","VACSPP"
"1305","SCO 6","26","hit_1","DANINT"
"1306","SCO 6","28","hit_1","VACSPP"
"1307","SCO 6","29","hit_1","CHASPP"
"1308","SCO 6","30","hit_1","VACSPP"
"1309","SCO 6","31","hit_1","DANINT"
"1310","SCO 6","34","hit_1","JUNPAR"
"1311","SCO 6","35","hit_1","JUNPAR"
"1312","SCO 6","37","hit_1","KOBMYO"
"1313","SCO 6","37","hit_2","SELDEN"
"1314","SCO 6","38","hit_1","DANINT"
"1315","SCO 6","38","hit_2","VACSPP"
"1316","SCO 6","40","hit_1","PENWHI"
"1317","SCO 6","41","hit_1","DANINT"
"1318","SCO 6","44","hit_1","CHASPP"
"1319","SCO 6","46","hit_1","CARSPP2"
"1320","SCO 6","48","hit_1","VACSPP"
"1321","SCO 6","49","hit_2","VACSPP"
"1322","SCO 2","1","hit_1","VACSPP"
"1323","SCO 2","1","hit_2","SELDEN"
"1324","SCO 2","4","hit_1","CARSPP1"
"1325","SCO 2","7","hit_1","SELDEN"
"1326","SCO 2","8","hit_1","VACSPP"
"1327","SCO 2","9","hit_1","SELDEN"
"1328","SCO 2","10","hit_1","CARSPP1"
"1329","SCO 2","14","hit_1","SELDEN"
"1330","SCO 2","16","hit_1","VACSPP"
"1331","SCO 2","17","hit_1","VACSPP"
"1332","SCO 2","20","hit_1","KOBMYO"
"1333","SCO 2","21","hit_1","VACSPP"
"1334","SCO 2","23","hit_1","SELDEN"
"1335","SCO 2","27","hit_1","CARSPP1"
"1336","SCO 2","29","hit_1","SELDEN"
"1337","SCO 2","33","hit_1","VACSPP"
"1338","SCO 2","34","hit_1","SELDEN"
"1339","SCO 2","36","hit_1","VACSPP"
"1340","SCO 2","38","hit_1","VACSPP"
"1341","SCO 2","38","hit_2","KOBMYO"
"1342","SCO 2","38","hit_3","SELDEN"
"1343","SCO 2","43","hit_1","SELDEN"
"1344","SCO 2","44","hit_1","VACSPP"
"1345","SCO 2","48","hit_1","SELDEN"
"1346","SCO 2","49","hit_1","SELDEN"
"1347","SCO 2","50","hit_1","VACSPP"
"1348","SCO 2","50","hit_2","SELDEN"
"1349","SCO 1","1","hit_1","VACSPP"
"1350","SCO 1","1","hit_2","JUNPAR"
"1351","SCO 1","2","hit_1","JUNPAR"
"1352","SCO 1","3","hit_1","JUNPAR"
"1353","SCO 1","4","hit_1","JUNPAR"
"1354","SCO 1","4","hit_2","VACSPP"
"1355","SCO 1","5","hit_1","VACSPP"
"1356","SCO 1","6","hit_1","VACSPP"
"1357","SCO 1","7","hit_1","VACSPP"
"1358","SCO 1","8","hit_1","DRABA sp."
"1359","SCO 1","9","hit_1","VACSPP"
"1360","SCO 1","10","hit_1","VACSPP"
"1361","SCO 1","12","hit_1","VACSPP"
"1362","SCO 1","12","hit_2","CARSPP1"
"1363","SCO 1","13","hit_1","CARSPP1"
"1364","SCO 1","14","hit_1","VACSPP"
"1365","SCO 1","14","hit_2","ACHMIL"
"1366","SCO 1","15","hit_1","VACSPP"
"1367","SCO 1","16","hit_1","VACSPP"
"1368","SCO 1","16","hit_2","ACHMIL"
"1369","SCO 1","17","hit_1","VACSPP"
"1370","SCO 1","17","hit_2","ACHMIL"
"1371","SCO 1","18","hit_1","ACHMIL"
"1372","SCO 1","19","hit_1","VACSPP"
"1373","SCO 1","20","hit_1","VACSPP"
"1374","SCO 1","21","hit_1","ACHMIL"
"1375","SCO 1","21","hit_2","VACSPP"
"1376","SCO 1","22","hit_1","VACSPP"
"1377","SCO 1","23","hit_1","SOLMUL"
"1378","SCO 1","24","hit_1","VACSPP"
"1379","SCO 1","28","hit_1","VACSPP"
"1380","SCO 1","30","hit_1","CARSPP1"
"1381","SCO 1","31","hit_1","VACSPP"
"1382","SCO 1","32","hit_1","ACHMIL"
"1383","SCO 1","32","hit_2","VACSPP"
"1384","SCO 1","33","hit_1","CARSPP1"
"1385","SCO 1","33","hit_2","VACSPP"
"1386","SCO 1","34","hit_1","CARSPP1"
"1387","SCO 1","37","hit_1","VACSPP"
"1388","SCO 1","38","hit_1","VACSPP"
"1389","SCO 1","43","hit_1","VACSPP"
"1390","SCO 1","44","hit_1","CARSPP1"
"1391","SCO 1","46","hit_1","VACSPP"
"1392","SCO 1","47","hit_1","VACSPP"
"1393","SCO 1","48","hit_1","CARSPP1"
"1394","SCO 1","49","hit_1","CARSPP1"
"1395","SCO 5","1","hit_1","VACSPP"
"1396","SCO 5","1","hit_2","HIEGRA"
"1397","SCO 5","3","hit_1","CARSPP1"
"1398","SCO 5","3","hit_2","SOLMUL"
"1399","SCO 5","4","hit_1","VACSPP"
"1400","SCO 5","4","hit_2","SOLMUL"
"1401","SCO 5","6","hit_1","VACSPP"
"1402","SCO 5","6","hit_2","KOBMYO"
"1403","SCO 5","8","hit_1","VACSPP"
"1404","SCO 5","9","hit_1","VACSPP"
"1405","SCO 5","10","hit_1","CAMROT"
"1406","SCO 5","13","hit_1","TRISPI"
"1407","SCO 5","13","hit_2","VACSPP"
"1408","SCO 5","14","hit_1","VACSPP"
"1409","SCO 5","15","hit_1","VACSPP"
"1410","SCO 5","17","hit_1","JUNPAR"
"1411","SCO 5","18","hit_1","JUNPAR"
"1412","SCO 5","19","hit_1","CAMROT"
"1413","SCO 5","19","hit_2","VACSPP"
"1414","SCO 5","21","hit_1","SOLMUL"
"1415","SCO 5","22","hit_1","SOLMUL"
"1416","SCO 5","25","hit_1","JUNPAR"
"1417","SCO 5","25","hit_2","DANINT"
"1418","SCO 5","26","hit_1","VACSPP"
"1419","SCO 5","28","hit_1","SOLMUL"
"1420","SCO 5","28","hit_2","JUNPAR"
"1421","SCO 5","30","hit_1","VACSPP"
"1422","SCO 5","31","hit_1","CARSPP1"
"1423","SCO 5","32","hit_1","JUNPAR"
"1424","SCO 5","32","hit_2","VACSPP"
"1425","SCO 5","33","hit_1","JUNPAR"
"1426","SCO 5","37","hit_1","JUNPAR"
"1427","SCO 5","38","hit_1","JUNPAR"
"1428","SCO 5","40","hit_1","VACSPP"
"1429","SCO 5","43","hit_1","VACSPP"
"1430","SCO 5","45","hit_1","JUNPAR"
"1431","SCO 5","46","hit_1","VACSPP"
"1432","SCO 5","48","hit_1","DANINT"
"1433","SCO 5","50","hit_1","CARSPP1"
"1434","SBS 1","2","hit_1","JUNPAR"
"1435","SBS 1","4","hit_1","DANINT"
"1436","SBS 1","5","hit_1","DANINT"
"1437","SBS 1","9","hit_1","VACSPP"
"1438","SBS 1","9","hit_2","ERISIM"
"1439","SBS 1","10","hit_1","VACSPP"
"1440","SBS 1","10","hit_2","POASKI"
"1441","SBS 1","12","hit_1","VACSPP"
"1442","SBS 1","13","hit_1","SELDEN"
"1443","SBS 1","14","hit_1","VACSPP"
"1444","SBS 1","14","hit_2","SELDEN"
"1445","SBS 1","15","hit_1","VACSPP"
"1446","SBS 1","16","hit_1","CAMROT"
"1447","SBS 1","16","hit_2","SELDEN"
"1448","SBS 1","17","hit_1","VACSPP"
"1449","SBS 1","18","hit_1","MINOBT"
"1450","SBS 1","20","hit_2","ERISIM"
"1451","SBS 1","21","hit_1","VACSPP"
"1452","SBS 1","21","hit_2","SELDEN"
"1453","SBS 1","22","hit_1","VACSPP"
"1454","SBS 1","22","hit_2","SELDEN"
"1455","SBS 1","23","hit_1","VACSPP"
"1456","SBS 1","23","hit_2","MINOBT"
"1457","SBS 1","26","hit_1","SELDEN"
"1458","SBS 1","27","hit_1","VACSPP"
"1459","SBS 1","28","hit_1","VACSPP"
"1460","SBS 1","30","hit_1","VACSPP"
"1461","SBS 1","32","hit_1","VACSPP"
"1462","SBS 1","32","hit_2","SELDEN"
"1463","SBS 1","33","hit_1","VACSPP"
"1464","SBS 1","34","hit_1","VACSPP"
"1465","SBS 1","34","hit_2","SELDEN"
"1466","SBS 1","36","hit_1","SELDEN"
"1467","SBS 1","40","hit_1","VACSPP"
"1468","SBS 1","40","hit_2","SELDEN"
"1469","SBS 1","43","hit_1","VACSPP"
"1470","SBS 1","44","hit_1","DANINT"
"1471","SBS 1","47","hit_1","VACSPP"
"1472","SBS 1","50","hit_1","SELDEN"
"1473","SBS 5","2","hit_1","CARSPP1"
"1474","SBS 5","3","hit_1","VACSPP"
"1475","SBS 5","3","hit_2","CARSPP1"
"1476","SBS 5","4","hit_1","VACSPP"
"1477","SBS 5","4","hit_2","SELDEN"
"1478","SBS 5","5","hit_1","VACSPP"
"1479","SBS 5","7","hit_1","CARSPP1"
"1480","SBS 5","8","hit_1","VACSPP"
"1481","SBS 5","9","hit_1","VACSPP"
"1482","SBS 5","11","hit_1","VACSPP"
"1483","SBS 5","12","hit_1","VACSPP"
"1484","SBS 5","14","hit_1","DANINT"
"1485","SBS 5","15","hit_1","VACSPP"
"1486","SBS 5","17","hit_1","VACSPP"
"1487","SBS 5","17","hit_2","JUNPAR"
"1488","SBS 5","18","hit_1","VACSPP"
"1489","SBS 5","19","hit_1","SOLMUL"
"1490","SBS 5","23","hit_1","JUNPAR"
"1491","SBS 5","23","hit_2","VACSPP"
"1492","SBS 5","25","hit_1","VACSPP"
"1493","SBS 5","25","hit_2","MINOBT"
"1494","SBS 5","27","hit_1","VACSPP"
"1495","SBS 5","27","hit_2","SELDEN"
"1496","SBS 5","28","hit_1","JUNPAR"
"1497","SBS 5","28","hit_2","SOLMUL"
"1498","SBS 5","30","hit_1","VACSPP"
"1499","SBS 5","31","hit_1","VACSPP"
"1500","SBS 5","35","hit_1","DANINT"
"1501","SBS 5","37","hit_1","JUNPAR"
"1502","SBS 5","40","hit_1","VACSPP"
"1503","SBS 5","41","hit_1","VACSPP"
"1504","SBS 5","42","hit_1","SOLMUL"
"1505","SBS 5","43","hit_1","VACSPP"
"1506","SBS 5","44","hit_1","CARSPP1"
"1507","SBS 5","44","hit_2","VACSPP"
"1508","SBS 5","46","hit_1","DANINT"
"1509","SBS 5","46","hit_2","VACSPP"
"1510","SBS 5","47","hit_1","JUNPAR"
"1511","SBS 5","48","hit_1","VACSPP"
"1512","SBS 5","49","hit_1","ERISIM"
"1513","SBS 4","2","hit_1","JUNPAR"
"1514","SBS 4","2","hit_2","ANTMED"
"1515","SBS 4","5","hit_1","VACSPP"
"1516","SBS 4","6","hit_1","ANTMED"
"1517","SBS 4","7","hit_1","VACSPP"
"1518","SBS 4","8","hit_1","VACSPP"
"1519","SBS 4","13","hit_1","AREFEN"
"1520","SBS 4","14","hit_1","VACSPP"
"1521","SBS 4","15","hit_1","VACSPP"
"1522","SBS 4","17","hit_1","JUNPAR"
"1523","SBS 4","18","hit_1","VACSPP"
"1524","SBS 4","19","hit_1","VACSPP"
"1525","SBS 4","22","hit_1","DANINT"
"1526","SBS 4","22","hit_2","ANTMED"
"1527","SBS 4","23","hit_1","CARSPP1"
"1528","SBS 4","24","hit_1","DANINT"
"1529","SBS 4","24","hit_2","CARSPP1"
"1530","SBS 4","27","hit_1","VACSPP"
"1531","SBS 4","28","hit_1","VACSPP"
"1532","SBS 4","28","hit_2","CARSPP1"
"1533","SBS 4","30","hit_1","VACSPP"
"1534","SBS 4","30","hit_2","SELDEN"
"1535","SBS 4","33","hit_1","VACSPP"
"1536","SBS 4","35","hit_1","VACSPP"
"1537","SBS 4","36","hit_1","VACSPP"
"1538","SBS 4","36","hit_2","MINOBT"
"1539","SBS 4","37","hit_1","VACSPP"
"1540","SBS 4","37","hit_2","ANTMED"
"1541","SBS 4","40","hit_1","SELDEN"
"1542","SBS 4","42","hit_1","VACSPP"
"1543","SBS 4","43","hit_1","VACSPP"
"1544","SBS 4","44","hit_1","VACSPP"
"1545","SBS 4","46","hit_1","JUNPAR"
"1546","SBS 8","1","hit_1","JUNPAR"
"1547","SBS 8","2","hit_1","CARSPP1"
"1548","SBS 8","3","hit_1","VACSPP"
"1549","SBS 8","3","hit_2","SELDEN"
"1550","SBS 8","4","hit_1","SELDEN"
"1551","SBS 8","5","hit_1","VACSPP"
"1552","SBS 8","9","hit_1","SOLMUL"
"1553","SBS 8","11","hit_1","JUNPAR"
"1554","SBS 8","13","hit_1","DANINT"
"1555","SBS 8","13","hit_2","JUNPAR"
"1556","SBS 8","15","hit_1","ARTSCO"
"1557","SBS 8","16","hit_1","AREFEN"
"1558","SBS 8","18","hit_1","SELDEN"
"1559","SBS 8","24","hit_1","JUNPAR"
"1560","SBS 8","24","hit_2","VACSPP"
"1561","SBS 8","26","hit_1","SELDEN"
"1562","SBS 8","28","hit_1","VACSPP"
"1563","SBS 8","29","hit_1","VACSPP"
"1564","SBS 8","29","hit_2","SELDEN"
"1565","SBS 8","30","hit_1","SELDEN"
"1566","SBS 8","32","hit_1","VACSPP"
"1567","SBS 8","33","hit_1","VACSPP"
"1568","SBS 8","33","hit_2","DANINT"
"1569","SBS 8","34","hit_1","VACSPP"
"1570","SBS 8","36","hit_1","VACSPP"
"1571","SBS 8","37","hit_1","DANINT"
"1572","SBS 8","37","hit_2","VACSPP"
"1573","SBS 8","37","hit_4","SELDEN"
"1574","SBS 8","38","hit_1","VACSPP"
"1575","SBS 8","38","hit_2","SELDEN"
"1576","SBS 8","41","hit_1","CARSPP1"
"1577","SBS 8","42","hit_1","VACSPP"
"1578","SBS 8","43","hit_1","DANINT"
"1579","SBS 8","46","hit_1","JUNPAR"
"1580","SBS 8","46","hit_2","ANTMED"
"1581","SBS 8","47","hit_1","SOLMUL"
"1582","SBS 8","48","hit_1","VACSPP"
"1583","SBS 2","1","hit_1","VACSPP"
"1584","SBS 2","2","hit_1","CARSPP1"
"1585","SBS 2","4","hit_1","VACSPP"
"1586","SBS 2","4","hit_2","ACHMIL"
"1587","SBS 2","7","hit_1","CARSPP1"
"1588","SBS 2","8","hit_1","CARSPP2"
"1589","SBS 2","9","hit_1","VACSPP"
"1590","SBS 2","12","hit_1","VACSPP"
"1591","SBS 2","13","hit_1","JUNPAR"
"1592","SBS 2","13","hit_2","VACSPP"
"1593","SBS 2","14","hit_1","VACSPP"
"1594","SBS 2","15","hit_1","SOLMUL"
"1595","SBS 2","15","hit_2","VACSPP"
"1596","SBS 2","18","hit_1","CARSPP1"
"1597","SBS 2","19","hit_1","CAMROT"
"1598","SBS 2","20","hit_1","VACSPP"
"1599","SBS 2","21","hit_1","VACSPP"
"1600","SBS 2","23","hit_1","JUNPAR"
"1601","SBS 2","26","hit_1","VACSPP"
"1602","SBS 2","28","hit_1","VACSPP"
"1603","SBS 2","29","hit_1","CARSPP1"
"1604","SBS 2","30","hit_1","JUNPAR"
"1605","SBS 2","30","hit_2","SOLMUL"
"1606","SBS 2","30","hit_3","CARSPP1"
"1607","SBS 2","31","hit_1","CARSPP2"
"1608","SBS 2","33","hit_1","VACSPP"
"1609","SBS 2","34","hit_1","CARSPP1"
"1610","SBS 2","36","hit_1","VACSPP"
"1611","SBS 2","37","hit_1","VACSPP"
"1612","SBS 2","38","hit_1","VACSPP"
"1613","SBS 2","39","hit_1","VACSPP"
"1614","SBS 2","40","hit_1","VACSPP"
"1615","SBS 2","42","hit_1","ACHMIL"
"1616","SBS 2","46","hit_1","VACSPP"
"1617","SBS 2","47","hit_1","CARSPP2"
"1618","SBS 2","48","hit_1","VACSPP"
"1619","SBS 2","49","hit_1","VACSPP"
"1620","SBS 6","4","hit_1","VACSPP"
"1621","SBS 6","5","hit_1","CARSPP1"
"1622","SBS 6","7","hit_1","CARSPP2"
"1623","SBS 6","10","hit_1","CHASPP"
"1624","SBS 6","11","hit_1","VACSPP"
"1625","SBS 6","12","hit_1","VACSPP"
"1626","SBS 6","13","hit_1","VACSPP"
"1627","SBS 6","14","hit_1","VACSPP"
"1628","SBS 6","16","hit_1","VACSPP"
"1629","SBS 6","18","hit_1","VACSPP"
"1630","SBS 6","19","hit_1","CARSPP2"
"1631","SBS 6","20","hit_1","CARSPP2"
"1632","SBS 6","22","hit_1","JUNDRU"
"1633","SBS 6","23","hit_1","VACSPP"
"1634","SBS 6","24","hit_1","VACSPP"
"1635","SBS 6","26","hit_1","JUNDRU"
"1636","SBS 6","27","hit_1","JUNDRU"
"1637","SBS 6","28","hit_1","VACSPP"
"1638","SBS 6","29","hit_1","VACSPP"
"1639","SBS 6","30","hit_1","VACSPP"
"1640","SBS 6","31","hit_1","VACSPP"
"1641","SBS 6","32","hit_1","JUNDRU"
"1642","SBS 6","32","hit_2","VACSPP"
"1643","SBS 6","33","hit_1","CARSPP1"
"1644","SBS 6","33","hit_2","CARSPP2"
"1645","SBS 6","34","hit_1","CARSPP1"
"1646","SBS 6","36","hit_1","CHASPP"
"1647","SBS 6","37","hit_1","CARSPP1"
"1648","SBS 6","39","hit_1","CARSPP1"
"1649","SBS 6","41","hit_1","VACSPP"
"1650","SBS 6","42","hit_1","CARSPP1"
"1651","SBS 6","43","hit_1","VACSPP"
"1652","SBS 6","44","hit_1","CARSPP"
"1653","SBS 6","47","hit_1","CARSPP2"
"1654","SBS 6","47","hit_2","VACSPP"
"1655","SBS 3","1","hit_2","SELDEN"
"1656","SBS 3","3","hit_1","SELDEN"
"1657","SBS 3","6","hit_1","CERARV"
"1658","SBS 3","8","hit_1","DANINT"
"1659","SBS 3","8","hit_2","SELDEN"
"1660","SBS 3","9","hit_1","LUZSPI"
"1661","SBS 3","9","hit_2","SELDEN"
"1662","SBS 3","10","hit_2","SELDEN"
"1663","SBS 3","12","hit_1","SOLMUL"
"1664","SBS 3","13","hit_1","DANINT"
"1665","SBS 3","13","hit_2","ANTMED"
"1666","SBS 3","14","hit_2","SELDEN"
"1667","SBS 3","15","hit_1","SOLMUL"
"1668","SBS 3","17","hit_1","SELDEN"
"1669","SBS 3","19","hit_1","SOLMUL"
"1670","SBS 3","20","hit_1","SOLMUL"
"1671","SBS 3","22","hit_1","VACSPP"
"1672","SBS 3","26","hit_1","DANINT"
"1673","SBS 3","27","hit_1","AREFEN"
"1674","SBS 3","28","hit_1","LUZSPI"
"1675","SBS 3","28","hit_2","VACSPP"
"1676","SBS 3","30","hit_1","VACSPP"
"1677","SBS 3","32","hit_1","SOLMUL"
"1678","SBS 3","32","hit_2","DANINT"
"1679","SBS 3","35","hit_1","CARSPP1"
"1680","SBS 3","37","hit_1","SOLMUL"
"1681","SBS 3","38","hit_1","ACHMIL"
"1682","SBS 3","39","hit_1","VACSPP"
"1683","SBS 3","42","hit_1","SOLMUL"
"1684","SBS 3","43","hit_1","CARSPP1"
"1685","SBS 3","48","hit_1","CAMROT"
"1686","SBS 3","48","hit_2","SOLMUL"
"1687","SBS 7","2","hit_1","VACSPP"
"1688","SBS 7","3","hit_1","VACSPP"
"1689","SBS 7","4","hit_1","CARSPP"
"1690","SBS 7","5","hit_1","VACSPP"
"1691","SBS 7","6","hit_1","VACSPP"
"1692","SBS 7","7","hit_1","TRISPI"
"1693","SBS 7","8","hit_1","SELDEN"
"1694","SBS 7","10","hit_1","VACSPP"
"1695","SBS 7","11","hit_1","CARSPP1"
"1696","SBS 7","12","hit_1","SOLMUL"
"1697","SBS 7","14","hit_1","VACSPP"
"1698","SBS 7","15","hit_1","CARSPP1"
"1699","SBS 7","15","hit_2","SOLMUL"
"1700","SBS 7","16","hit_1","VACSPP"
"1701","SBS 7","18","hit_1","VACSPP"
"1702","SBS 7","20","hit_1","CARSPP1"
"1703","SBS 7","21","hit_1","VACSPP"
"1704","SBS 7","24","hit_1","CARSPP1"
"1705","SBS 7","24","hit_2","VACSPP"
"1706","SBS 7","24","hit_3","SOLMUL"
"1707","SBS 7","26","hit_1","DANINT"
"1708","SBS 7","27","hit_1","VACSPP"
"1709","SBS 7","28","hit_1","VACSPP"
"1710","SBS 7","31","hit_1","SOLMUL"
"1711","SBS 7","32","hit_1","SOLMUL"
"1712","SBS 7","34","hit_1","VACSPP"
"1713","SBS 7","35","hit_1","VACSPP"
"1714","SBS 7","36","hit_1","VACSPP"
"1715","SBS 7","37","hit_1","VACSPP"
"1716","SBS 7","39","hit_1","VACSPP"
"1717","SBS 7","45","hit_1","VACSPP"
"1718","SBS 7","45","hit_2","MINOBT"
"1719","SBS 7","46","hit_1","POLBIS"
"1720","SBS 7","47","hit_1","CARSPP1"
"1721","ABS 7","1","hit_1","GEUROS"
"1722","ABS 7","2","hit_1","GEUROS"
"1723","ABS 7","3","hit_1","DESCES"
"1724","ABS 7","3","hit_2","DANINT"
"1725","ABS 7","4","hit_1","DANINT"
"1726","ABS 7","5","hit_1","GEUROS"
"1727","ABS 7","6","hit_1","GEUROS"
"1728","ABS 7","7","hit_1","ARTSCO"
"1729","ABS 7","8","hit_1","DESCES"
"1730","ABS 7","8","hit_2","GEUROS"
"1731","ABS 7","9","hit_1","POASPP"
"1732","ABS 7","9","hit_2","RANADO"
"1733","ABS 7","10","hit_1","TRIPAR"
"1734","ABS 7","10","hit_2","DESCES"
"1735","ABS 7","11","hit_1","GEUROS"
"1736","ABS 7","11","hit_2","DESCES"
"1737","ABS 7","12","hit_1","DESCES"
"1738","ABS 7","13","hit_1","DESCES"
"1739","ABS 7","14","hit_1","DESCES"
"1740","ABS 7","14","hit_2","TRIPAR"
"1741","ABS 7","15","hit_1","DESCES"
"1742","ABS 7","16","hit_1","DESCES"
"1743","ABS 7","16","hit_2","RANADO"
"1744","ABS 7","17","hit_1","DESCES"
"1745","ABS 7","18","hit_1","DESCES"
"1746","ABS 7","19","hit_1","GEUROS"
"1747","ABS 7","20","hit_1","DESCES"
"1748","ABS 7","21","hit_1","DESCES"
"1749","ABS 7","21","hit_2","GEUROS"
"1750","ABS 7","22","hit_1","DESCES"
"1751","ABS 7","22","hit_2","GEUROS"
"1752","ABS 7","23","hit_1","GEUROS"
"1753","ABS 7","24","hit_1","GEUROS"
"1754","ABS 7","25","hit_1","DESCES"
"1755","ABS 7","25","hit_2","GEUROS"
"1756","ABS 7","26","hit_1","GEUROS"
"1757","ABS 7","27","hit_1","GEUROS"
"1758","ABS 7","28","hit_1","TRIPAR"
"1759","ABS 7","28","hit_2","GEUROS"
"1760","ABS 7","29","hit_1","GEUROS"
"1761","ABS 7","30","hit_1","DESCES"
"1762","ABS 7","30","hit_3","GEUROS"
"1763","ABS 7","31","hit_1","GEUROS"
"1764","ABS 7","32","hit_1","SIBPRO"
"1765","ABS 7","34","hit_1","DESCES"
"1766","ABS 7","35","hit_1","DESCES"
"1767","ABS 7","36","hit_1","POAALP"
"1768","ABS 7","36","hit_2","TRIPAR"
"1769","ABS 7","37","hit_1","RANADO"
"1770","ABS 7","37","hit_2","ERISIM"
"1771","ABS 7","38","hit_1","DESCES"
"1772","ABS 7","38","hit_2","ARTSCO"
"1773","ABS 7","38","hit_3","TRIPAR"
"1774","ABS 7","39","hit_1","DESCES"
"1775","ABS 7","40","hit_1","DESCES"
"1776","ABS 7","40","hit_2","ERISIM"
"1777","ABS 7","41","hit_1","GEUROS"
"1778","ABS 7","42","hit_1","GEUROS"
"1779","ABS 7","43","hit_1","ARTSCO"
"1780","ABS 7","43","hit_2","GEUROS"
"1781","ABS 7","44","hit_1","GEUROS"
"1782","ABS 7","44","hit_2","ARTSCO"
"1783","ABS 7","45","hit_1","GEUROS"
"1784","ABS 7","46","hit_1","GEUROS"
"1785","ABS 7","47","hit_1","TRIPAR"
"1786","ABS 7","47","hit_2","ARTSCO"
"1787","ABS 7","47","hit_3","SIBPRO"
"1788","ABS 7","48","hit_1","DANINT"
"1789","ABS 7","49","hit_1","DANINT"
