"","subplot","point","hits","sp"
"3455","ECO 2","17","hit_1","TETACA"
"3456","ECO 2","18","hit_1","CARRUP"
"3457","ECO 2","19","hit_1","CARRUP"
"3458","ECO 2","20","hit_1","CARRUP"
"3459","ECO 2","20","hit_2","TETGRA"
"3460","ECO 2","20","hit_3","MINOBT"
"3461","ECO 2","21","hit_1","CARRUP"
"3462","ECO 2","21","hit_2","SELDEN"
"3463","ECO 2","22","hit_1","KOBMYO"
"3464","ECO 2","24","hit_1","CARRUP"
"3465","ECO 2","25","hit_1","TETACA"
"3466","ECO 2","28","hit_1","OREALP"
"3467","ECO 2","29","hit_1","CARRUP"
"3468","ECO 2","30","hit_1","GEUROS"
"3469","ECO 2","34","hit_1","CARRUP"
"3470","ECO 2","35","hit_1","CARRUP"
"3471","ECO 2","38","hit_1","GEUROS"
"3472","ECO 2","39","hit_1","CARRUP"
"3473","ECO 2","40","hit_1","GEUROS"
"3474","ECO 2","40","hit_2","CARRUP"
"3475","ECO 2","41","hit_1","CARRUP"
"3476","ECO 2","41","hit_2","MINOBT"
"3477","ECO 2","44","hit_1","CALPUR"
"3478","ECO 2","45","hit_1","PHLPUL"
"3479","ECO 2","47","hit_1","CARRUP"
"3480","ECO 2","47","hit_2","OREALP"
"3481","ECO 2","50","hit_1","CARRUP"
"3482","ECO 2","50","hit_2","ERIPIN"
"3483","ECO 5","1","hit_1","FESBRA"
"3484","ECO 5","1","hit_2","MINOBT"
"3485","ECO 5","3","hit_1","CARRUP"
"3486","ECO 5","6","hit_1","CARRUP"
"3487","ECO 5","6","hit_2","SILACA"
"3488","ECO 5","7","hit_1","CARROS"
"3489","ECO 5","8","hit_1","CARROS"
"3490","ECO 5","11","hit_1","GEUROS"
"3491","ECO 5","11","hit_2","SILACA"
"3492","ECO 5","12","hit_1","LLOSER"
"3493","ECO 5","13","hit_1","CARROS"
"3494","ECO 5","15","hit_1","CARRUP"
"3495","ECO 5","16","hit_1","GEUROS"
"3496","ECO 5","17","hit_1","GEUROS"
"3497","ECO 5","17","hit_2","SILACA"
"3498","ECO 5","20","hit_1","CARRUP"
"3499","ECO 5","23","hit_1","MINOBT"
"3500","ECO 5","25","hit_1","CARRUP"
"3501","ECO 5","26","hit_1","CARRUP"
"3502","ECO 5","26","hit_2","SILACA"
"3503","ECO 5","29","hit_1","CARRUP"
"3504","ECO 5","32","hit_1","SELDEN"
"3505","ECO 5","34","hit_1","OREALP"
"3506","ECO 5","35","hit_1","CARRUP"
"3507","ECO 5","36","hit_1","CARRUP"
"3508","ECO 5","36","hit_2","TRIDAS"
"3509","ECO 5","42","hit_1","TRIDAS"
"3510","ECO 5","43","hit_1","SELDEN"
"3511","ECO 5","44","hit_1","CAMSPP"
"3512","ECO 5","44","hit_2","POAALP"
"3513","ECO 5","44","hit_3","MINOBT"
"3514","ECO 5","45","hit_1","TRIPAR"
"3515","ECO 5","45","hit_2","SILACA"
"3516","ECO 5","46","hit_1","ERIPIN"
"3517","ECO 5","47","hit_1","SELDEN"
"3518","ECO 5","48","hit_1","GEUROS"
"3519","ECO 5","49","hit_1","CARRUP"
"3520","ECO 5","50","hit_1","FESBRA"
"3521","ECO 6","1","hit_1","TRIDAS"
"3522","ECO 6","3","hit_1","AREFEN"
"3523","ECO 6","4","hit_1","CALPUR"
"3524","ECO 6","5","hit_1","SELDEN"
"3525","ECO 6","6","hit_1","TRIDAS"
"3526","ECO 6","6","hit_2","MINOBT"
"3527","ECO 6","7","hit_1","CARRUP"
"3528","ECO 6","10","hit_1","CARRUP"
"3529","ECO 6","10","hit_2","TETACA"
"3530","ECO 6","10","hit_3","MINOBT"
"3531","ECO 6","11","hit_1","CARRUP"
"3532","ECO 6","12","hit_1","CARRUP"
"3533","ECO 6","13","hit_1","CAMSPP"
"3534","ECO 6","13","hit_2","MINOBT"
"3535","ECO 6","14","hit_1","CARRUP"
"3536","ECO 6","14","hit_2","PHLPUL"
"3537","ECO 6","15","hit_1","MINOBT"
"3538","ECO 6","16","hit_1","ERISIM"
"3539","ECO 6","16","hit_2","CARRUP"
"3540","ECO 6","16","hit_3","PHLPUL"
"3541","ECO 6","17","hit_1","CARRUP"
"3542","ECO 6","18","hit_1","CARRUP"
"3543","ECO 6","19","hit_1","GEUROS"
"3544","ECO 6","20","hit_1","ERIPIN"
"3545","ECO 6","21","hit_1","CARRUP"
"3546","ECO 6","23","hit_1","CARRUP"
"3547","ECO 6","24","hit_1","TRIDAS"
"3548","ECO 6","25","hit_1","TRIDAS"
"3549","ECO 6","27","hit_1","GEUROS"
"3550","ECO 6","28","hit_1","GEUROS"
"3551","ECO 6","28","hit_2","CARRUP"
"3552","ECO 6","29","hit_1","CARRUP"
"3553","ECO 6","30","hit_1","GEUROS"
"3554","ECO 6","31","hit_1","AREFEN"
"3555","ECO 6","31","hit_2","CARRUP"
"3556","ECO 6","31","hit_3","MINOBT"
"3557","ECO 6","33","hit_1","CARRUP"
"3558","ECO 6","33","hit_2","GEUROS"
"3559","ECO 6","34","hit_1","ERISIM"
"3560","ECO 6","34","hit_2","MINOBT"
"3561","ECO 6","37","hit_1","ERISIM"
"3562","ECO 6","38","hit_1","CARRUP"
"3563","ECO 6","39","hit_1","GEUROS"
"3564","ECO 6","40","hit_1","CARRUP"
"3565","ECO 6","41","hit_1","GEUROS"
"3566","ECO 6","42","hit_1","CARRUP"
"3567","ECO 6","42","hit_2","MINOBT"
"3568","ECO 6","43","hit_1","GEUROS"
"3569","ECO 6","44","hit_1","PHLPUL"
"3570","ECO 6","46","hit_1","ERIPIN"
"3571","ECO 6","46","hit_2","CARRUP"
"3572","ECO 6","47","hit_1","CARRUP"
"3573","ECO 6","48","hit_1","CARRUP"
"3574","ECO 6","49","hit_1","GEUROS"
"3575","ECO 6","49","hit_2","CARRUP"
"3576","ECO 6","50","hit_1","CALPUR"
"3577","ECO 6","50","hit_2","LLOSER"
"3578","ECO 7","1","hit_1","CARRUP"
"3579","ECO 7","3","hit_1","MINOBT"
"3580","ECO 7","4","hit_1","MINOBT"
"3581","ECO 7","6","hit_1","PHLPUL"
"3582","ECO 7","7","hit_1","GEUROS"
"3583","ECO 7","8","hit_1","CARRUP"
"3584","ECO 7","9","hit_1","CARRUP"
"3585","ECO 7","9","hit_2","MINOBT"
"3586","ECO 7","11","hit_1","CARRUP"
"3587","ECO 7","13","hit_1","AREFEN"
"3588","ECO 7","14","hit_1","CARRUP"
"3589","ECO 7","16","hit_1","LLOSER"
"3590","ECO 7","16","hit_2","GEUROS"
"3591","ECO 7","20","hit_1","CARRUP"
"3592","ECO 7","20","hit_2","GEUROS"
"3593","ECO 7","21","hit_1","ERIPIN"
"3594","ECO 7","21","hit_2","CARRUP"
"3595","ECO 7","22","hit_1","CARRUP"
"3596","ECO 7","24","hit_1","CARRUP"
"3597","ECO 7","25","hit_1","CALPUR"
"3598","ECO 7","26","hit_1","ARTPAT"
"3599","ECO 7","27","hit_1","CARRUP"
"3600","ECO 7","28","hit_1","CALPUR"
"3601","ECO 7","29","hit_1","PHLPUL"
"3602","ECO 7","31","hit_1","CARRUP"
"3603","ECO 7","32","hit_1","GEUROS"
"3604","ECO 7","33","hit_1","PHLPUL"
"3605","ECO 7","34","hit_1","GEUROS"
"3606","ECO 7","35","hit_1","PHLPUL"
"3607","ECO 7","37","hit_1","CARRUP"
"3608","ECO 7","38","hit_1","CARRUP"
"3609","ECO 7","38","hit_2","MINOBT"
"3610","ECO 7","40","hit_1","GEUROS"
"3611","ECO 7","41","hit_1","CARRUP"
"3612","ECO 7","41","hit_2","MINOBT"
"3613","ECO 7","42","hit_1","GEUROS"
"3614","ECO 7","43","hit_1","CARRUP"
"3615","ECO 7","44","hit_1","PHLPUL"
"3616","ECO 7","45","hit_1","ARTPAT"
"3617","ECO 7","46","hit_1","GEUROS"
"3618","ECO 7","46","hit_2","SILACA"
"3619","ECO 7","50","hit_1","ERIPIN"
"3620","ECO 8","1","hit_1","LUZSPI"
"3621","ECO 8","2","hit_1","SELDEN"
"3622","ECO 8","4","hit_1","CARRUP"
"3623","ECO 8","4","hit_2","SELDEN"
"3624","ECO 8","6","hit_1","CARRUP"
"3625","ECO 8","7","hit_1","SELDEN"
"3626","ECO 8","8","hit_1","SELDEN"
"3627","ECO 8","9","hit_1","CARRUP"
"3628","ECO 8","9","hit_3","SELDEN"
"3629","ECO 8","10","hit_1","SELDEN"
"3630","ECO 8","13","hit_1","CARRUP"
"3631","ECO 8","14","hit_1","GEUROS"
"3632","ECO 8","15","hit_1","CARRUP"
"3633","ECO 8","17","hit_1","SELDEN"
"3634","ECO 8","18","hit_1","LLOSER"
"3635","ECO 8","22","hit_1","SOLMUL"
"3636","ECO 8","22","hit_2","MINOBT"
"3637","ECO 8","23","hit_1","SELDEN"
"3638","ECO 8","25","hit_1","CAMSPP"
"3639","ECO 8","26","hit_1","CARRUP"
"3640","ECO 8","28","hit_1","LUZSPI"
"3641","ECO 8","30","hit_1","PHLPUL"
"3642","ECO 8","34","hit_1","CARRUP"
"3643","ECO 8","35","hit_1","CARRUP"
"3644","ECO 8","35","hit_2","SELDEN"
"3645","ECO 8","36","hit_1","SELDEN"
"3646","ECO 8","37","hit_1","MINOBT"
"3647","ECO 8","38","hit_1","GEUROS"
"3648","ECO 8","38","hit_2","MINOBT"
"3649","ECO 8","39","hit_1","CARRUP"
"3650","ECO 8","39","hit_3","MINOBT"
"3651","ECO 8","44","hit_1","MINOBT"
"3652","ECO 8","45","hit_1","SOLMUL"
"3653","ECO 8","47","hit_1","PEDPAR"
"3654","ECO 8","48","hit_1","SOLMUL"
"3655","EBS 1","1","hit_1","SELDEN"
"3656","EBS 1","3","hit_1","CARRUP"
"3657","EBS 1","5","hit_1","CARRUP"
"3658","EBS 1","5","hit_2","LLOSER"
"3659","EBS 1","6","hit_1","CARRUP"
"3660","EBS 1","8","hit_1","SILACA"
"3661","EBS 1","8","hit_2","SELDEN"
"3662","EBS 1","12","hit_1","SILACA"
"3663","EBS 1","13","hit_2","SILACA"
"3664","EBS 1","14","hit_1","MINOBT"
"3665","EBS 1","15","hit_1","SILACA"
"3666","EBS 1","18","hit_1","OREALP"
"3667","EBS 1","18","hit_2","SILACA"
"3668","EBS 1","20","hit_1","GEUROS"
"3669","EBS 1","22","hit_1","CARRUP"
"3670","EBS 1","22","hit_2","OREALP"
"3671","EBS 1","23","hit_1","CARRUP"
"3672","EBS 1","23","hit_2","SILACA"
"3673","EBS 1","26","hit_1","CARRUP"
"3674","EBS 1","27","hit_1","CALPUR"
"3675","EBS 1","28","hit_1","ARTPAT"
"3676","EBS 1","28","hit_2","SELDEN"
"3677","EBS 1","30","hit_1","OREALP"
"3678","EBS 1","33","hit_1","CARRUP"
"3679","EBS 1","35","hit_1","CARRUP"
"3680","EBS 1","35","hit_2","TRIDAS"
"3681","EBS 1","35","hit_3","SELDEN"
"3682","EBS 1","37","hit_1","GEUROS"
"3683","EBS 1","37","hit_2","CARRUP"
"3684","EBS 1","38","hit_1","GEUROS"
"3685","EBS 1","38","hit_2","MERLAN"
"3686","EBS 1","40","hit_1","TRIDAS"
"3687","EBS 1","42","hit_1","CARROS"
"3688","EBS 1","43","hit_1","OREALP"
"3689","EBS 1","46","hit_1","CARROS"
"3690","EBS 1","47","hit_1","CARROS"
"3691","EBS 1","48","hit_1","CALPUR"
"3692","EBS 1","48","hit_2","GEUROS"
"3693","EBS 1","49","hit_1","GEUROS"
"3694","EBS 1","50","hit_1","TETACA"
"3695","EBS 2","2","hit_1","OREALP"
"3696","EBS 2","3","hit_1","CARRUP"
"3697","EBS 2","3","hit_2","GEUROS"
"3698","EBS 2","3","hit_3","SELDEN"
"3699","EBS 2","4","hit_1","GEUROS"
"3700","EBS 2","7","hit_1","CARRUP"
"3701","EBS 2","7","hit_2","SELDEN"
"3702","EBS 2","12","hit_1","AREFEN"
"3703","EBS 2","13","hit_1","CARRUP"
"3704","EBS 2","16","hit_2","MINOBT"
"3705","EBS 2","17","hit_2","SELDEN"
"3706","EBS 2","18","hit_1","GEUROS"
"3707","EBS 2","19","hit_1","CARRUP"
"3708","EBS 2","21","hit_1","GEUROS"
"3709","EBS 2","23","hit_1","GEUROS"
"3710","EBS 2","24","hit_1","SELDEN"
"3711","EBS 2","25","hit_1","GEUROS"
"3712","EBS 2","26","hit_1","CARRUP"
"3713","EBS 2","27","hit_1","MINOBT"
"3714","EBS 2","28","hit_1","GEUROS"
"3715","EBS 2","30","hit_1","GEUROS"
"3716","EBS 2","31","hit_1","VIOADU"
"3717","EBS 2","35","hit_1","CARRUP"
"3718","EBS 2","37","hit_1","AREFEN"
"3719","EBS 2","38","hit_1","CARRUP"
"3720","EBS 2","42","hit_1","MINOBT"
"3721","EBS 2","44","hit_1","MINOBT"
"3722","EBS 2","45","hit_1","TRIDAS"
"3723","EBS 2","46","hit_1","GEUROS"
"3724","EBS 2","47","hit_1","GEUROS"
"3725","EBS 2","48","hit_1","TRIDAS"
"3726","EBS 2","50","hit_1","CARRUP"
"3727","EBS 3","1","hit_1","TRIDAS"
"3728","EBS 3","2","hit_1","TRIDAS"
"3729","EBS 3","4","hit_1","GEUROS"
"3730","EBS 3","6","hit_1","TRIDAS"
"3731","EBS 3","7","hit_1","CARRUP"
"3732","EBS 3","8","hit_1","CARRUP"
"3733","EBS 3","9","hit_1","GEUROS"
"3734","EBS 3","10","hit_1","GEUROS"
"3735","EBS 3","11","hit_1","CARRUP"
"3736","EBS 3","12","hit_1","CARRUP"
"3737","EBS 3","12","hit_2","AREFEN"
"3738","EBS 3","13","hit_1","KOBMYO"
"3739","EBS 3","14","hit_1","GEUROS"
"3740","EBS 3","15","hit_1","GEUROS"
"3741","EBS 3","16","hit_1","MINOBT"
"3742","EBS 3","19","hit_1","OREALP"
"3743","EBS 3","22","hit_1","CARRUP"
"3744","EBS 3","26","hit_1","KOBMYO"
"3745","EBS 3","28","hit_1","SELDEN"
"3746","EBS 3","29","hit_1","SELDEN"
"3747","EBS 3","30","hit_1","SELDEN"
"3748","EBS 3","32","hit_1","SELDEN"
"3749","EBS 3","33","hit_1","SELDEN"
"3750","EBS 3","34","hit_1","CARRUP"
"3751","EBS 3","34","hit_2","SELDEN"
"3752","EBS 3","35","hit_1","KOBMYO"
"3753","EBS 3","35","hit_2","SELDEN"
"3754","EBS 3","36","hit_1","KOBMYO"
"3755","EBS 3","37","hit_1","SELDEN"
"3756","EBS 3","38","hit_1","KOBMYO"
"3757","EBS 3","40","hit_1","CARRUP"
"3758","EBS 3","42","hit_1","MINOBT"
"3759","EBS 3","44","hit_1","POAGLA"
"3760","EBS 3","44","hit_2","SELDEN"
"3761","EBS 3","45","hit_1","OREALP"
"3762","EBS 3","46","hit_1","GEUROS"
"3763","EBS 3","47","hit_1","CARROS"
"3764","EBS 3","48","hit_1","AREFEN"
"3765","EBS 3","49","hit_1","AREFEN"
"3766","EBS 4","1","hit_1","TRIDAS"
"3767","EBS 4","2","hit_1","TRIDAS"
"3768","EBS 4","5","hit_1","CAMSPP"
"3769","EBS 4","6","hit_1","TRIDAS"
"3770","EBS 4","6","hit_2","SELDEN"
"3771","EBS 4","7","hit_1","TRIDAS"
"3772","EBS 4","9","hit_1","SELDEN"
"3773","EBS 4","10","hit_1","SOLMUL"
"3774","EBS 4","11","hit_1","GEUROS"
"3775","EBS 4","12","hit_1","KOBMYO"
"3776","EBS 4","12","hit_2","SELDEN"
"3777","EBS 4","13","hit_1","POAMYS"
"3778","EBS 4","14","hit_1","SELDEN"
"3779","EBS 4","15","hit_1","CAMSPP"
"3780","EBS 4","16","hit_1","GEUROS"
"3781","EBS 4","17","hit_1","GEUROS"
"3782","EBS 4","18","hit_1","SELDEN"
"3783","EBS 4","19","hit_1","GEUROS"
"3784","EBS 4","19","hit_2","SELDEN"
"3785","EBS 4","21","hit_1","TETACA"
"3786","EBS 4","22","hit_1","SELDEN"
"3787","EBS 4","23","hit_1","AREFEN"
"3788","EBS 4","24","hit_2","SELDEN"
"3789","EBS 4","25","hit_1","OREALP"
"3790","EBS 4","27","hit_1","AREFEN"
"3791","EBS 4","28","hit_1","AREFEN"
"3792","EBS 4","28","hit_2","OREALP"
"3793","EBS 4","29","hit_2","SOLMUL"
"3794","EBS 4","31","hit_1","KOBMYO"
"3795","EBS 4","31","hit_2","SELDEN"
"3796","EBS 4","32","hit_1","SELDEN"
"3797","EBS 4","34","hit_1","AREFEN"
"3798","EBS 4","36","hit_1","CARROS"
"3799","EBS 4","38","hit_1","SELDEN"
"3800","EBS 4","39","hit_1","KOBMYO"
"3801","EBS 4","39","hit_2","SELDEN"
"3802","EBS 4","41","hit_1","CARROS"
"3803","EBS 4","41","hit_2","SELDEN"
"3804","EBS 4","42","hit_2","CARROS"
"3805","EBS 4","43","hit_2","ANTROS"
"3806","EBS 4","44","hit_1","KOBMYO"
"3807","EBS 4","46","hit_1","SELDEN"
"3808","EBS 4","48","hit_1","OREALP"
"3809","EBS 4","50","hit_1","SELDEN"
"3810","EBS 5","1","hit_1","CARRUP"
"3811","EBS 5","1","hit_2","PHLPUL"
"3812","EBS 5","2","hit_1","GEUROS"
"3813","EBS 5","3","hit_1","CARRUP"
"3814","EBS 5","5","hit_1","CARRUP"
"3815","EBS 5","6","hit_1","SELDEN"
"3816","EBS 5","7","hit_1","CARRUP"
"3817","EBS 5","8","hit_1","MINOBT"
"3818","EBS 5","10","hit_1","GEUROS"
"3819","EBS 5","10","hit_2","TRIDAS"
"3820","EBS 5","11","hit_1","CARRUP"
"3821","EBS 5","13","hit_1","CARRUP"
"3822","EBS 5","14","hit_1","CARRUP"
"3823","EBS 5","15","hit_1","CARRUP"
"3824","EBS 5","15","hit_2","MINOBT"
"3825","EBS 5","16","hit_1","TRIDAS"
"3826","EBS 5","18","hit_1","TRIDAS"
"3827","EBS 5","20","hit_1","CARRUP"
"3828","EBS 5","23","hit_1","TETGRA"
"3829","EBS 5","23","hit_3","MINOBT"
"3830","EBS 5","24","hit_1","CARRUP"
"3831","EBS 5","25","hit_1","CARRUP"
"3832","EBS 5","25","hit_2","SELDEN"
"3833","EBS 5","26","hit_1","TRIDAS"
"3834","EBS 5","27","hit_1","GEUROS"
"3835","EBS 5","27","hit_2","TRIDAS"
"3836","EBS 5","28","hit_1","OREALP"
"3837","EBS 5","28","hit_2","GEUROS"
"3838","EBS 5","30","hit_1","SELDEN"
"3839","EBS 5","31","hit_1","CARRUP"
"3840","EBS 5","31","hit_2","TRIDAS"
"3841","EBS 5","32","hit_1","GEUROS"
"3842","EBS 5","33","hit_1","GEUROS"
"3843","EBS 5","34","hit_1","LUZSPI"
"3844","EBS 5","36","hit_1","GEUROS"
"3845","EBS 5","37","hit_1","CARRUP"
"3846","EBS 5","38","hit_1","GEUROS"
"3847","EBS 5","39","hit_1","SELDEN"
"3848","EBS 5","41","hit_1","CARRUP"
"3849","EBS 5","42","hit_1","CARRUP"
"3850","EBS 5","42","hit_2","GEUROS"
"3851","EBS 5","43","hit_1","FESBRA"
"3852","EBS 5","44","hit_1","SELDEN"
"3853","EBS 5","45","hit_1","SELDEN"
"3854","EBS 5","47","hit_1","CARRUP"
"3855","EBS 5","48","hit_1","CARRUP"
"3856","EBS 5","48","hit_2","SELDEN"
"3857","EBS 5","49","hit_1","SELDEN"
"3858","EBS 5","50","hit_1","CARRUP"
"3859","EBS 6","1","hit_1","CARRUP"
"3860","EBS 6","1","hit_2","MINOBT"
"3861","EBS 6","2","hit_1","CARRUP"
"3862","EBS 6","3","hit_1","CARRUP"
"3863","EBS 6","4","hit_1","CARRUP"
"3864","EBS 6","5","hit_1","CARRUP"
"3865","EBS 6","5","hit_2","SELDEN"
"3866","EBS 6","6","hit_1","MINOBT"
"3867","EBS 6","7","hit_1","CARRUP"
"3868","EBS 6","7","hit_2","MINOBT"
"3869","EBS 6","8","hit_1","PHLPUL"
"3870","EBS 6","8","hit_2","MINOBT"
"3871","EBS 6","10","hit_1","AREFEN"
"3872","EBS 6","11","hit_2","MINOBT"
"3873","EBS 6","12","hit_1","CAMSPP"
"3874","EBS 6","13","hit_1","CAMSPP"
"3875","EBS 6","15","hit_1","AREFEN"
"3876","EBS 6","16","hit_2","MINOBT"
"3877","EBS 6","17","hit_1","CARRUP"
"3878","EBS 6","20","hit_1","CARRUP"
"3879","EBS 6","22","hit_1","MINOBT"
"3880","EBS 6","23","hit_1","CARRUP"
"3881","EBS 6","23","hit_2","TRIDAS"
"3882","EBS 6","23","hit_3","MINOBT"
"3883","EBS 6","24","hit_1","GEUROS"
"3884","EBS 6","25","hit_1","LLOSER"
"3885","EBS 6","26","hit_1","TRIDAS"
"3886","EBS 6","26","hit_2","CARRUP"
"3887","EBS 6","27","hit_1","TRIDAS"
"3888","EBS 6","27","hit_2","MINOBT"
"3889","EBS 6","28","hit_1","MINOBT"
"3890","EBS 6","29","hit_1","GEUROS"
"3891","EBS 6","31","hit_1","PHLPUL"
"3892","EBS 6","33","hit_1","GEUROS"
"3893","EBS 6","34","hit_1","GEUROS"
"3894","EBS 6","35","hit_1","GEUROS"
"3895","EBS 6","36","hit_1","CARRUP"
"3896","EBS 6","37","hit_1","SELDEN"
"3897","EBS 6","38","hit_1","GEUROS"
"3898","EBS 6","38","hit_2","SELDEN"
"3899","EBS 6","39","hit_1","GEUROS"
"3900","EBS 6","40","hit_1","GEUROS"
"3901","EBS 6","42","hit_1","TRIDAS"
"3902","EBS 6","43","hit_1","GEUROS"
"3903","EBS 6","44","hit_1","CARRUP"
"3904","EBS 6","45","hit_1","LLOSER"
"3905","EBS 6","48","hit_1","GEUROS"
"3906","EBS 6","49","hit_1","GEUROS"
"3907","EBS 7","1","hit_1","OREALP"
"3908","EBS 7","1","hit_2","AREFEN"
"3909","EBS 7","2","hit_1","CARRUP"
"3910","EBS 7","4","hit_1","GEUROS"
"3911","EBS 7","4","hit_2","OREALP"
"3912","EBS 7","4","hit_3","CARROS"
"3913","EBS 7","5","hit_1","CARROS"
"3914","EBS 7","6","hit_1","GEUROS"
"3915","EBS 7","15","hit_1","AREFEN"
"3916","EBS 7","20","hit_1","CARRUP"
"3917","EBS 7","26","hit_1","SELDEN"
"3918","EBS 7","27","hit_1","SOLMUL"
"3919","EBS 7","32","hit_1","GEUROS"
"3920","EBS 7","33","hit_1","AREFEN"
"3921","EBS 7","34","hit_1","FESBRA"
"3922","EBS 7","35","hit_1","OREALP"
"3923","EBS 7","36","hit_1","AREFEN"
"3924","EBS 7","37","hit_1","GEUROS"
"3925","EBS 7","40","hit_1","OREALP"
"3926","EBS 7","41","hit_1","KOBMYO"
"3927","EBS 7","44","hit_1","GEUROS"
"3928","EBS 7","45","hit_1","CARRUP"
"3929","EBS 8","1","hit_1","CARRUP"
"3930","EBS 8","2","hit_1","SOLMUL"
"3931","EBS 8","4","hit_1","KOBMYO"
"3932","EBS 8","4","hit_2","OREALP"
"3933","EBS 8","6","hit_1","AREFEN"
"3934","EBS 8","7","hit_1","SOLMUL"
"3935","EBS 8","8","hit_1","ALLGEY"
"3936","EBS 8","8","hit_2","SOLMUL"
"3937","EBS 8","10","hit_1","SELDEN"
"3938","EBS 8","11","hit_1","CARRUP"
"3939","EBS 8","12","hit_1","CARRUP"
"3940","EBS 8","13","hit_1","KOBMYO"
"3941","EBS 8","13","hit_2","SOLMUL"
"3942","EBS 8","14","hit_1","SELDEN"
"3943","EBS 8","15","hit_1","SELDEN"
"3944","EBS 8","17","hit_1","CARRUP"
"3945","EBS 8","18","hit_1","GEUROS"
"3946","EBS 8","18","hit_2","KOBMYO"
"3947","EBS 8","21","hit_1","SOLMUL"
"3948","EBS 8","22","hit_1","CARRUP"
"3949","EBS 8","23","hit_1","CARRUP"
"3950","EBS 8","26","hit_1","KOBMYO"
"3951","EBS 8","26","hit_2","OREALP"
"3952","EBS 8","26","hit_3","SELDEN"
"3953","EBS 8","28","hit_2","SELDEN"
"3954","EBS 8","29","hit_1","CAMSPP"
"3955","EBS 8","29","hit_2","GEUROS"
"3956","EBS 8","30","hit_1","SELDEN"
"3957","EBS 8","31","hit_1","ALLGEY"
"3958","EBS 8","34","hit_1","GEUROS"
"3959","EBS 8","35","hit_1","ALLGEY"
"3960","EBS 8","36","hit_1","SELDEN"
"3961","EBS 8","39","hit_1","AREFEN"
"3962","EBS 8","41","hit_1","GEUROS"
"3963","EBS 8","43","hit_1","AREFEN"
"3964","EBS 8","44","hit_1","AREFEN"
"3965","EBS 8","44","hit_2","SELDEN"
"3966","EBS 8","45","hit_1","CARRUP"
"3967","EBS 8","46","hit_1","TRIDAS"
"3968","EBS 8","49","hit_1","CAMSPP"
"3969","EBS 8","49","hit_2","SELDEN"
"3970","EBS 8","50","hit_1","CARRUP"
"3971","LBS 2","1","hit_1","DANINT"
"3972","LBS 2","1","hit_2","POTDIV"
"3973","LBS 2","1","hit_3","LLOSER"
"3974","LBS 2","2","hit_1","SOLMUL"
"3975","LBS 2","2","hit_2","CARCNC"
"3976","LBS 2","3","hit_1","SOLMUL"
"3977","LBS 2","3","hit_2","DANINT"
"3978","LBS 2","4","hit_1","RANADO"
"3979","LBS 2","5","hit_1","DANINT"
"3980","LBS 2","6","hit_1","DANINT"
"3981","LBS 2","8","hit_1","ERISIM"
"3982","LBS 2","8","hit_2","FESBRA"
"3983","LBS 2","10","hit_1","SIBPRO"
"3984","LBS 2","11","hit_1","DANINT"
"3985","LBS 2","11","hit_2","SOLMUL"
"3986","LBS 2","12","hit_1","SOLMUL"
"3987","LBS 2","13","hit_1","DANINT"
"3988","LBS 2","14","hit_1","DANINT"
"3989","LBS 2","16","hit_1","DANINT"
"3990","LBS 2","17","hit_1","DANINT"
"3991","LBS 2","17","hit_2","TRIPAR"
"3992","LBS 2","18","hit_1","DANINT"
"3993","LBS 2","18","hit_2","POTDIV"
"3994","LBS 2","19","hit_1","ERISIM"
"3995","LBS 2","19","hit_2","MINOBT"
"3996","LBS 2","20","hit_1","ARTSCO"
"3997","LBS 2","22","hit_1","DANINT"
"3998","LBS 2","23","hit_1","RANADO"
"3999","LBS 2","23","hit_2","ERISIM"
"4000","LBS 2","24","hit_1","DANINT"
"4001","LBS 2","25","hit_1","MINOBT"
"4002","LBS 2","26","hit_1","DANINT"
"4003","LBS 2","26","hit_2","TRIPAR"
"4004","LBS 2","27","hit_1","DANINT"
"4005","LBS 2","32","hit_1","SOLMUL"
"4006","LBS 2","34","hit_1","DANINT"
"4007","LBS 2","35","hit_1","DANINT"
"4008","LBS 2","36","hit_1","SOLMUL"
"4009","LBS 2","37","hit_1","DANINT"
"4010","LBS 2","38","hit_1","SOLMUL"
"4011","LBS 2","39","hit_1","SOLMUL"
"4012","LBS 2","40","hit_1","MINOBT"
"4013","LBS 2","41","hit_1","DANINT"
"4014","LBS 2","43","hit_1","SOLMUL"
"4015","LBS 2","44","hit_1","TRIPAR"
"4016","LBS 2","45","hit_1","GEUROS"
"4017","LBS 2","46","hit_1","SOLMUL"
"4018","LBS 2","47","hit_1","DANINT"
"4019","LBS 2","48","hit_1","DANINT"
"4020","LBS 2","48","hit_2","TRIPAR"
"4021","LBS 2","49","hit_1","AREFEN"
"4022","LBS 2","50","hit_1","LUZSPI"
"4023","LBS 2","50","hit_2","DANINT"
